uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
1120, 0.95106, 0.96804, 0.96905, 0.96804, 0.95591, 2.45019, 0.84192, 0.84192, 0.88051, 0.89646
1121, 1.20380, 1.20169, 1.20698, 1.19618, 1.05589, 1.56443, 0.91782, 0.91782, 0.91580, 1.06997
1122, 0.95610, 0.94046, 0.93478, 0.94046, 0.88094, 1.63283, 0.83995, 0.83995, 0.87476, 0.88871
1123, 1.07137, 1.17776, 1.10698, 1.10700, 1.08145, 2.56612, 1.07250, 1.07250, 1.03473, 1.13932
1124, 0.95574, 0.93349, 0.93341, 0.93349, 0.93966, 2.21828, 0.81564, 0.81564, 0.83237, 0.85836
1125, 1.01672, 1.00762, 1.01318, 1.01160, 0.97009, 2.07643, 0.87625, 0.87625, 0.98869, 1.04431
1126, 0.78930, 0.74417, 0.75398, 0.74417, 0.74977, 1.72158, 0.64623, 0.64623, 0.67486, 0.73051
1127, 0.89369, 0.88266, 0.87166, 0.88266, 0.87758, 1.72061, 0.78863, 0.78863, 0.83567, 0.84548
1128, 0.68956, 0.68143, 0.68160, 0.68143, 0.65248, 2.41902, 0.66869, 0.66869, 0.67786, 0.71948
1129, 0.82632, 0.82809, 0.83442, 0.82809, 0.84414, 1.54985, 0.77438, 0.77438, 0.81447, 0.80520
1130, 0.90174, 0.85999, 0.86537, 0.85998, 0.83578, 2.11530, 0.81419, 0.81419, 0.76368, 0.86588
1131, 0.90720, 0.88850, 0.89083, 0.89230, 0.93715, 2.10642, 0.83972, 0.83972, 0.88691, 0.96111
1132, 0.64829, 0.63901, 0.64069, 0.63901, 0.67670, 1.77865, 0.66531, 0.66531, 0.68687, 0.71935
1133, 0.67684, 0.65902, 0.65444, 0.65902, 0.58922, 1.99263, 0.58684, 0.58684, 0.52265, 0.61939
1134, 0.64538, 0.63972, 0.63804, 0.63972, 0.63400, 2.53285, 0.60977, 0.60977, 0.58511, 0.64152
1135, 0.73288, 0.74551, 0.74026, 0.74551, 0.72700, 2.27942, 0.65801, 0.65801, 0.68481, 0.71077
1136, 0.89236, 0.81980, 0.83658, 0.81980, 0.86432, 2.11091, 0.83070, 0.83070, 0.85843, 0.81503
1137, 0.92412, 0.90165, 0.91548, 0.90165, 0.67870, 2.26800, 0.66271, 0.66271, 0.64886, 0.70200
1138, 0.58866, 0.59455, 0.59287, 0.59455, 0.57649, 1.92343, 0.61129, 0.61129, 0.60563, 0.62417
1139, 1.03531, 0.97845, 0.97176, 0.97208, 0.88572, 1.98171, 0.84107, 0.84107, 0.90298, 0.96737
