sample_number, space_size, shape, density, rpu, rpi, gini_u, gini_i, pop_avg, pop_std, pop_skew, pop_kurtosis, long_tail_avg, long_tail_std, long_tail_skew, long_tail_kurtosis, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
093, 1422660, 0.5757, 0.0627, 98.4895, 56.7004, 0.4753, 0.6276, 0.1978, 0.0418, 0.2488, 0.0518, 0.1652, 0.1041, 1.0823, 2.0770, 0.0400, 0.0461, 0.0465, 0.0458, 0.0607, 0.2095, 0.0994, 0.0994, 0.1289, 0.0560
094, 346581, 2.1990, 0.0694, 27.5613, 60.6071, 0.4604, 0.6368, 0.2477, 0.0725, 0.5052, -0.0098, 0.1541, 0.1242, 0.9997, 2.7080, 0.1226, 0.1427, 0.1300, 0.1326, 0.1339, 0.3530, 0.1934, 0.1934, 0.2326, 0.1498
095, 43061, 0.5156, 0.0613, 17.7248, 9.1384, 0.4777, 0.6183, 0.1785, 0.0508, 0.3108, 1.5708, 0.1622, 0.1597, 1.6971, 4.8856, 0.1623, 0.1646, 0.1643, 0.1646, 0.1345, 0.3452, 0.2085, 0.2085, 0.2622, 0.1752
096, 385154, 1.1690, 0.0645, 37.0164, 43.2718, 0.4843, 0.6444, 0.2007, 0.0477, 0.6163, 0.8681, 0.1716, 0.1205, 0.7949, 1.2388, 0.0936, 0.0993, 0.0970, 0.0985, 0.0958, 0.3044, 0.1748, 0.1748, 0.2092, 0.1304
097, 1075701, 0.7215, 0.0631, 77.0284, 55.5790, 0.4793, 0.6399, 0.2065, 0.0454, 0.3647, 0.0256, 0.1695, 0.1108, 0.9832, 1.5424, 0.0382, 0.0416, 0.0417, 0.0412, 0.0648, 0.2372, 0.1043, 0.1043, 0.1406, 0.0623
098, 656110, 0.4042, 0.0617, 78.6078, 31.7763, 0.4610, 0.6198, 0.1973, 0.0446, 0.2115, -0.1056, 0.1581, 0.1040, 1.0694, 1.9696, 0.0468, 0.0523, 0.0531, 0.0522, 0.0530, 0.2401, 0.1002, 0.1002, 0.1419, 0.0658
099, 133920, 0.4593, 0.0645, 34.8185, 15.9907, 0.4780, 0.6196, 0.1945, 0.0456, 0.5981, 1.0591, 0.1793, 0.1217, 0.5404, 0.4065, 0.0983, 0.1046, 0.1049, 0.1046, 0.0904, 0.2809, 0.1611, 0.1611, 0.1965, 0.1429
100, 68640, 2.6812, 0.0772, 12.3566, 33.1313, 0.5031, 0.6003, 0.2123, 0.0640, 0.3112, 2.0757, 0.1617, 0.1630, 1.3690, 3.8024, 0.2366, 0.2402, 0.2399, 0.2401, 0.2028, 0.4012, 0.2572, 0.2572, 0.3310, 0.2718
101, 138303, 0.1166, 0.0539, 58.7008, 6.8457, 0.4419, 0.6617, 0.1887, 0.0414, 0.1019, -0.2662, 0.1642, 0.1034, 1.2588, 3.7039, 0.0430, 0.0433, 0.0429, 0.0433, 0.0305, 0.2356, 0.1324, 0.1324, 0.1630, 0.1027
102, 255420, 0.2854, 0.0624, 59.0519, 16.8541, 0.4554, 0.6290, 0.2014, 0.0445, 0.3421, 0.1900, 0.1550, 0.1104, 1.2353, 2.8296, 0.0470, 0.0463, 0.0471, 0.0463, 0.0497, 0.2436, 0.1074, 0.1074, 0.1338, 0.0795
103, 568123, 0.2691, 0.0646, 93.8951, 25.2670, 0.4702, 0.6323, 0.2052, 0.0427, 0.2283, 0.1532, 0.1643, 0.1089, 1.1962, 2.1809, 0.0455, 0.0468, 0.0478, 0.0468, 0.0462, 0.2235, 0.0987, 0.0987, 0.1350, 0.0621
104, 416640, 0.2710, 0.0656, 81.3810, 22.0516, 0.4907, 0.6152, 0.2004, 0.0424, 0.3163, 0.1264, 0.1572, 0.1075, 1.2761, 3.0011, 0.0565, 0.0561, 0.0568, 0.0561, 0.0448, 0.2250, 0.1051, 0.1051, 0.1257, 0.0726
105, 287504, 0.1970, 0.0635, 76.6597, 15.1035, 0.4691, 0.6426, 0.2026, 0.0432, 0.2387, 0.3544, 0.1734, 0.1107, 0.8081, 0.5912, 0.0412, 0.0418, 0.0420, 0.0418, 0.0407, 0.2299, 0.1126, 0.1126, 0.1403, 0.0764
106, 198440, 3.3884, 0.0549, 13.2793, 44.9959, 0.4816, 0.6395, 0.2183, 0.0881, 0.9843, 1.4332, 0.1503, 0.1525, 1.1209, 1.7360, 0.1688, 0.1859, 0.1729, 0.1788, 0.1458, 0.3767, 0.2159, 0.2159, 0.2530, 0.1881
107, 578305, 0.4912, 0.0629, 68.2439, 33.5244, 0.4691, 0.6400, 0.2013, 0.0444, 0.4109, 0.0231, 0.1667, 0.1028, 0.6117, 0.2416, 0.0313, 0.0366, 0.0364, 0.0365, 0.0568, 0.2415, 0.1051, 0.1051, 0.1420, 0.0590
108, 555352, 0.2546, 0.0640, 94.5426, 24.0677, 0.4583, 0.6423, 0.2086, 0.0450, 0.3159, 0.0045, 0.1657, 0.1026, 0.7855, 0.9311, 0.0344, 0.0382, 0.0394, 0.0382, 0.0451, 0.2173, 0.0893, 0.0893, 0.1190, 0.0603
109, 173314, 4.6528, 0.0605, 11.6837, 54.3627, 0.4826, 0.6095, 0.2167, 0.0969, 1.0469, 2.2120, 0.1641, 0.1785, 1.3026, 2.1992, 0.2037, 0.2243, 0.2094, 0.2121, 0.1821, 0.4113, 0.2687, 0.2687, 0.3152, 0.2414
110, 1090314, 0.4019, 0.0640, 105.3625, 42.3497, 0.4738, 0.6283, 0.2043, 0.0437, 0.2816, -0.1101, 0.1626, 0.1031, 0.9609, 1.2514, 0.0362, 0.0368, 0.0377, 0.0370, 0.0544, 0.2004, 0.0876, 0.0876, 0.1120, 0.0511
111, 109272, 1.1083, 0.0625, 19.6236, 21.7484, 0.4864, 0.6315, 0.1991, 0.0550, 0.7217, 2.0475, 0.1508, 0.1403, 1.1535, 3.2288, 0.1591, 0.1597, 0.1600, 0.1598, 0.1351, 0.3422, 0.2112, 0.2112, 0.2829, 0.1897
112, 130080, 0.1968, 0.0585, 47.5812, 9.3641, 0.4887, 0.6482, 0.2003, 0.0528, 0.2542, -0.1121, 0.1594, 0.1327, 1.1388, 1.4792, 0.0721, 0.0753, 0.0754, 0.0753, 0.0648, 0.2600, 0.1523, 0.1523, 0.1773, 0.1262
113, 1221570, 0.4422, 0.0616, 102.3224, 45.2509, 0.4698, 0.6326, 0.2007, 0.0424, 0.1687, -0.1675, 0.1627, 0.1019, 1.0834, 2.0177, 0.0350, 0.0365, 0.0374, 0.0366, 0.0517, 0.2098, 0.0912, 0.0912, 0.1095, 0.0490
114, 191429, 0.2153, 0.0736, 69.4039, 14.9406, 0.4809, 0.5982, 0.2133, 0.0466, 0.3742, 0.3810, 0.1493, 0.1021, 1.0701, 2.1942, 0.0721, 0.0736, 0.0740, 0.0736, 0.0608, 0.2305, 0.1467, 0.1467, 0.1657, 0.1003
115, 167417, 2.6574, 0.0572, 14.3523, 38.1394, 0.4903, 0.6290, 0.1759, 0.0583, 0.9524, 3.6309, 0.1707, 0.1772, 1.2916, 1.9615, 0.1555, 0.1585, 0.1577, 0.1578, 0.1430, 0.3552, 0.2046, 0.2046, 0.2655, 0.1831
116, 648828, 0.2491, 0.0636, 102.6119, 25.5576, 0.4632, 0.6307, 0.2049, 0.0453, 0.4316, 0.0931, 0.1665, 0.1045, 1.0106, 1.6371, 0.0308, 0.0318, 0.0328, 0.0318, 0.0409, 0.2129, 0.0949, 0.0949, 0.1185, 0.0519
117, 46256, 0.8305, 0.0605, 14.2704, 11.8517, 0.4660, 0.6426, 0.1909, 0.0610, 0.2113, 0.4680, 0.1586, 0.1676, 1.4203, 3.2022, 0.2193, 0.2220, 0.2219, 0.2220, 0.1640, 0.3759, 0.2464, 0.2464, 0.2744, 0.2527
118, 977748, 0.5127, 0.0651, 89.9082, 46.0934, 0.4787, 0.6253, 0.2043, 0.0444, 0.3605, 0.2041, 0.1635, 0.1063, 1.0573, 1.7419, 0.0453, 0.0480, 0.0493, 0.0480, 0.0621, 0.2270, 0.1042, 0.1042, 0.1286, 0.0608
119, 118762, 0.4770, 0.0642, 32.0168, 15.2705, 0.5079, 0.6246, 0.1943, 0.0520, 0.0822, -0.1832, 0.1797, 0.1369, 0.8272, 1.1092, 0.1004, 0.1071, 0.1067, 0.1072, 0.0967, 0.3027, 0.1709, 0.1709, 0.2276, 0.1378
120, 161188, 0.3455, 0.0735, 50.1864, 17.3411, 0.4803, 0.6144, 0.2217, 0.0496, 0.0809, 0.2873, 0.1668, 0.1251, 1.4984, 3.8864, 0.0907, 0.0972, 0.0987, 0.0972, 0.0762, 0.2833, 0.1703, 0.1703, 0.1829, 0.1333
121, 152508, 0.2101, 0.0674, 57.4581, 12.0716, 0.4637, 0.6385, 0.2069, 0.0485, 0.5125, 0.4295, 0.1819, 0.1161, 1.0260, 1.8794, 0.0656, 0.0670, 0.0664, 0.0669, 0.0598, 0.2841, 0.1364, 0.1364, 0.1570, 0.1018
122, 1114464, 0.7155, 0.0630, 78.5655, 56.2171, 0.4740, 0.6272, 0.2001, 0.0429, 0.1959, -0.0994, 0.1662, 0.1072, 0.9789, 1.6989, 0.0450, 0.0493, 0.0492, 0.0484, 0.0685, 0.2317, 0.1026, 0.1026, 0.1324, 0.0689
123, 280125, 0.6148, 0.0622, 41.9807, 25.8104, 0.4714, 0.6309, 0.2144, 0.0562, 0.5162, 0.3673, 0.1578, 0.1212, 1.1101, 1.7340, 0.0766, 0.0785, 0.0780, 0.0783, 0.0682, 0.2888, 0.1558, 0.1558, 0.1803, 0.1115
124, 292110, 1.9205, 0.0652, 25.4286, 48.8359, 0.4624, 0.6283, 0.2085, 0.0563, 0.9337, 1.7439, 0.1640, 0.1264, 0.8103, 1.1591, 0.1191, 0.1302, 0.1262, 0.1293, 0.1285, 0.3313, 0.2044, 0.2044, 0.2329, 0.1624
125, 473220, 0.2301, 0.0627, 89.9061, 20.6897, 0.4656, 0.6405, 0.2094, 0.0489, 0.4220, 0.0713, 0.1648, 0.1096, 1.1054, 2.0364, 0.0495, 0.0496, 0.0502, 0.0496, 0.0361, 0.2236, 0.1001, 0.1001, 0.1354, 0.0684
126, 223160, 0.3513, 0.0659, 52.5464, 18.4605, 0.4792, 0.6399, 0.2272, 0.0534, 0.0208, -0.0856, 0.1640, 0.1215, 1.2021, 2.2336, 0.0871, 0.0871, 0.0885, 0.0871, 0.0713, 0.2901, 0.1708, 0.1708, 0.2012, 0.1097
127, 445284, 1.2835, 0.0654, 38.5119, 49.4312, 0.4962, 0.6262, 0.2006, 0.0519, 0.5385, 1.1124, 0.1746, 0.1395, 1.3119, 3.3415, 0.0873, 0.0971, 0.0949, 0.0960, 0.1097, 0.2944, 0.1584, 0.1584, 0.1904, 0.1190
128, 816192, 0.9316, 0.0611, 57.2190, 53.3066, 0.4761, 0.6221, 0.1954, 0.0457, 0.3965, -0.0641, 0.1669, 0.1113, 0.8786, 1.0816, 0.0532, 0.0578, 0.0539, 0.0557, 0.0716, 0.2530, 0.1003, 0.1003, 0.1503, 0.0651
129, 435015, 0.2281, 0.0671, 92.6603, 21.1354, 0.4632, 0.6423, 0.2124, 0.0418, 0.2519, -0.2560, 0.1716, 0.0974, 0.9952, 1.5610, 0.0354, 0.0374, 0.0379, 0.0374, 0.0505, 0.2200, 0.1045, 0.1045, 0.1240, 0.0627
130, 624890, 1.0013, 0.0628, 49.5954, 49.6582, 0.4770, 0.6375, 0.1951, 0.0420, 0.5469, 0.3840, 0.1707, 0.1102, 0.6571, 0.7776, 0.0590, 0.0653, 0.0645, 0.0649, 0.0780, 0.2628, 0.1227, 0.1227, 0.1690, 0.0879
131, 457604, 0.1677, 0.0618, 102.1588, 17.1295, 0.4820, 0.6388, 0.2053, 0.0435, 0.1698, -0.1456, 0.1564, 0.1020, 1.0206, 1.3941, 0.0423, 0.0421, 0.0418, 0.0421, 0.0346, 0.2236, 0.0948, 0.0948, 0.1171, 0.0597
132, 210581, 1.0445, 0.0551, 24.7228, 25.8241, 0.5116, 0.6483, 0.1817, 0.0565, 1.0042, 3.6162, 0.1747, 0.1426, 0.9056, 0.8703, 0.1136, 0.1184, 0.1177, 0.1177, 0.1066, 0.3279, 0.1747, 0.1747, 0.2310, 0.1353
133, 87580, 0.2401, 0.0688, 41.5310, 9.9702, 0.5145, 0.6100, 0.2187, 0.0586, 0.6445, 0.0528, 0.1392, 0.1122, 0.5468, -0.4091, 0.0866, 0.0876, 0.0870, 0.0876, 0.0827, 0.3190, 0.1674, 0.1674, 0.2174, 0.1319
134, 433810, 0.5092, 0.0594, 54.8553, 27.9328, 0.4893, 0.6243, 0.1878, 0.0431, 0.4525, 0.9082, 0.1538, 0.1107, 0.9476, 1.3404, 0.0635, 0.0639, 0.0638, 0.0637, 0.0725, 0.2509, 0.1292, 0.1292, 0.1608, 0.0945
135, 324576, 0.3478, 0.0621, 59.9911, 20.8665, 0.4904, 0.6231, 0.2018, 0.0463, 0.1629, -0.2834, 0.1559, 0.1118, 1.1405, 2.3407, 0.0445, 0.0487, 0.0486, 0.0488, 0.0605, 0.2564, 0.1177, 0.1177, 0.1519, 0.0856
136, 868185, 0.9021, 0.0616, 60.3898, 54.4801, 0.4835, 0.6251, 0.1934, 0.0429, 0.2886, 0.0288, 0.1668, 0.1113, 1.1015, 2.2679, 0.0570, 0.0608, 0.0585, 0.0598, 0.0730, 0.2512, 0.1123, 0.1123, 0.1475, 0.0721
137, 137112, 2.5474, 0.0619, 14.3621, 36.5862, 0.5128, 0.6253, 0.1940, 0.0683, 0.8519, 3.5422, 0.1571, 0.1680, 1.7025, 4.9310, 0.1887, 0.1921, 0.1912, 0.1908, 0.1609, 0.3962, 0.2303, 0.2303, 0.2549, 0.2198
138, 1065348, 0.7756, 0.0628, 73.6403, 57.1152, 0.4653, 0.6315, 0.1989, 0.0427, 0.2164, 0.1706, 0.1679, 0.1076, 1.0564, 1.9852, 0.0456, 0.0480, 0.0473, 0.0467, 0.0688, 0.2321, 0.1039, 0.1039, 0.1335, 0.0636
139, 944794, 0.8440, 0.0638, 67.4726, 56.9499, 0.4638, 0.6335, 0.2143, 0.0494, 0.3328, -0.0243, 0.1590, 0.1053, 0.8464, 1.0519, 0.0519, 0.0604, 0.0591, 0.0601, 0.0803, 0.2538, 0.1155, 0.1155, 0.1472, 0.0687
140, 212132, 0.6177, 0.0635, 37.2238, 22.9949, 0.5092, 0.6146, 0.1956, 0.0496, 0.7324, 1.6538, 0.1702, 0.1260, 1.4129, 5.1950, 0.0810, 0.0895, 0.0897, 0.0897, 0.0816, 0.2993, 0.1694, 0.1694, 0.1903, 0.1105
141, 470475, 0.3839, 0.0684, 75.6706, 29.0515, 0.4818, 0.6305, 0.2140, 0.0462, 0.3025, 0.1135, 0.1677, 0.1111, 0.9518, 1.4381, 0.0470, 0.0497, 0.0503, 0.0499, 0.0600, 0.2376, 0.1145, 0.1145, 0.1364, 0.0710
142, 1018090, 0.3655, 0.0641, 106.9459, 39.0875, 0.4586, 0.6299, 0.2038, 0.0428, 0.2222, 0.0425, 0.1651, 0.1010, 0.9878, 1.8544, 0.0273, 0.0293, 0.0288, 0.0293, 0.0492, 0.2059, 0.0889, 0.0889, 0.1227, 0.0484
143, 149532, 0.0696, 0.0581, 85.1863, 5.9270, 0.4850, 0.6645, 0.1991, 0.0416, 0.4828, -0.1161, 0.1684, 0.1042, 0.6063, 0.5962, 0.0530, 0.0536, 0.0540, 0.0536, 0.0351, 0.2048, 0.1204, 0.1204, 0.1290, 0.0803
144, 217100, 2.0554, 0.0646, 20.9985, 43.1600, 0.4992, 0.6092, 0.1887, 0.0479, 0.2597, 0.2591, 0.1599, 0.1413, 0.9313, 0.9983, 0.1405, 0.1442, 0.1428, 0.1434, 0.1335, 0.3083, 0.1957, 0.1957, 0.2389, 0.1506
145, 97236, 1.9730, 0.0635, 14.1073, 27.8333, 0.5415, 0.6064, 0.1775, 0.0647, 0.4611, 3.0063, 0.1622, 0.1981, 1.9283, 4.7146, 0.1763, 0.1861, 0.1870, 0.1862, 0.1701, 0.3663, 0.2457, 0.2457, 0.2898, 0.2150
146, 283282, 0.2728, 0.0616, 62.7374, 17.1158, 0.4481, 0.6402, 0.1931, 0.0394, 0.2471, 0.4584, 0.1682, 0.1090, 1.0721, 2.2981, 0.0633, 0.0659, 0.0652, 0.0659, 0.0512, 0.2331, 0.1214, 0.1214, 0.1380, 0.0923
147, 552594, 0.8099, 0.0668, 55.1435, 44.6622, 0.4955, 0.6109, 0.1942, 0.0414, 0.2705, 0.1530, 0.1646, 0.1117, 0.9322, 1.4718, 0.0718, 0.0757, 0.0750, 0.0747, 0.0776, 0.2541, 0.1266, 0.1266, 0.1687, 0.0868
148, 753984, 0.6573, 0.0611, 65.4744, 43.0383, 0.4859, 0.6355, 0.1978, 0.0438, 0.3251, 0.0166, 0.1652, 0.1072, 0.8825, 0.9598, 0.0524, 0.0569, 0.0564, 0.0567, 0.0673, 0.2373, 0.1150, 0.1150, 0.1514, 0.0700
149, 830250, 0.4556, 0.0627, 84.6081, 38.5437, 0.4731, 0.6210, 0.1970, 0.0419, 0.2533, -0.0318, 0.1616, 0.1046, 1.0510, 1.9460, 0.0440, 0.0489, 0.0493, 0.0491, 0.0531, 0.2211, 0.0954, 0.0954, 0.1239, 0.0629
150, 548067, 0.6812, 0.0605, 54.2995, 36.9866, 0.4860, 0.6388, 0.1964, 0.0421, 0.3871, 0.3503, 0.1642, 0.1136, 0.7709, 0.5098, 0.0500, 0.0513, 0.0522, 0.0514, 0.0684, 0.2516, 0.1074, 0.1074, 0.1537, 0.0828
151, 941485, 0.6055, 0.0633, 78.8861, 47.7618, 0.4855, 0.6160, 0.1927, 0.0423, 0.3810, 0.1517, 0.1697, 0.1116, 1.1354, 2.2562, 0.0407, 0.0432, 0.0434, 0.0434, 0.0597, 0.2227, 0.0922, 0.0922, 0.1223, 0.0572
152, 86580, 0.3742, 0.0736, 35.4222, 13.2557, 0.4720, 0.6300, 0.2263, 0.0493, 0.1014, 0.3922, 0.1648, 0.1295, 1.4167, 3.1971, 0.1102, 0.1126, 0.1128, 0.1126, 0.1123, 0.3176, 0.1882, 0.1882, 0.2465, 0.1497
153, 325116, 2.0732, 0.0684, 27.1060, 56.1970, 0.4751, 0.6310, 0.2133, 0.0489, 0.5287, 0.6401, 0.1579, 0.1286, 0.8509, 0.9567, 0.0988, 0.1071, 0.1038, 0.1064, 0.1275, 0.3399, 0.1453, 0.1453, 0.2189, 0.1284
154, 191891, 0.6275, 0.0584, 32.3112, 20.2749, 0.4860, 0.6336, 0.1960, 0.0578, 0.8741, 1.8303, 0.1703, 0.1338, 1.3715, 4.4931, 0.0964, 0.0975, 0.0984, 0.0974, 0.0864, 0.2929, 0.1477, 0.1477, 0.1912, 0.1197
155, 52080, 0.2765, 0.0567, 24.6167, 6.8065, 0.5148, 0.6184, 0.1946, 0.0619, 1.2622, 2.8252, 0.1366, 0.1249, 0.9793, 1.0051, 0.1279, 0.1341, 0.1346, 0.1341, 0.1048, 0.3248, 0.2133, 0.2133, 0.2589, 0.1588
156, 120345, 1.0472, 0.0701, 23.7634, 24.8850, 0.4561, 0.6146, 0.2160, 0.0577, 0.7054, 0.8110, 0.1579, 0.1266, 0.7065, 0.5526, 0.1666, 0.1743, 0.1745, 0.1736, 0.1271, 0.3513, 0.2204, 0.2204, 0.2808, 0.1903
157, 539574, 0.6874, 0.0614, 54.4023, 37.3939, 0.4784, 0.6332, 0.2035, 0.0488, 0.4198, 0.1687, 0.1668, 0.1102, 0.9614, 1.8773, 0.0630, 0.0707, 0.0692, 0.0706, 0.0796, 0.2628, 0.1284, 0.1284, 0.1517, 0.0959
158, 849933, 0.3783, 0.0582, 87.1675, 32.9713, 0.4689, 0.6419, 0.1976, 0.0444, 0.2752, -0.1640, 0.1625, 0.1031, 1.0380, 1.9615, 0.0473, 0.0522, 0.0530, 0.0523, 0.0492, 0.2330, 0.0998, 0.0998, 0.1395, 0.0634
159, 115595, 1.2426, 0.0640, 19.5092, 24.2426, 0.4827, 0.6352, 0.2133, 0.0724, 0.7233, 0.5598, 0.1650, 0.1502, 1.3031, 3.1353, 0.1447, 0.1583, 0.1591, 0.1592, 0.1411, 0.3641, 0.2326, 0.2326, 0.2762, 0.1810
160, 495723, 0.4031, 0.0679, 75.3535, 30.3724, 0.4720, 0.6168, 0.2183, 0.0506, 0.2473, -0.1790, 0.1592, 0.1128, 1.3227, 3.0443, 0.0554, 0.0601, 0.0612, 0.0603, 0.0681, 0.2516, 0.1225, 0.1225, 0.1398, 0.0800
161, 310000, 1.9375, 0.0655, 26.2129, 50.7875, 0.4580, 0.6135, 0.1854, 0.0437, 0.2494, 0.3461, 0.1607, 0.1407, 1.5044, 5.0459, 0.1244, 0.1330, 0.1308, 0.1310, 0.1290, 0.3120, 0.1807, 0.1807, 0.2151, 0.1547
162, 1033952, 0.3863, 0.0631, 103.2421, 39.8833, 0.4662, 0.6328, 0.2004, 0.0421, 0.2941, 0.0179, 0.1652, 0.1037, 0.9044, 1.2758, 0.0265, 0.0281, 0.0287, 0.0281, 0.0501, 0.2126, 0.0931, 0.0931, 0.1181, 0.0506
163, 532298, 1.1052, 0.0664, 46.0991, 50.9481, 0.4788, 0.6268, 0.2074, 0.0488, 0.5364, 0.3424, 0.1647, 0.1171, 0.8226, 1.1051, 0.0765, 0.0820, 0.0797, 0.0803, 0.0933, 0.2838, 0.1352, 0.1352, 0.1869, 0.1036
164, 472884, 1.1990, 0.0640, 40.2098, 48.2134, 0.4703, 0.6152, 0.2058, 0.0545, 0.6316, 0.6385, 0.1672, 0.1209, 0.8765, 0.9716, 0.0892, 0.0957, 0.0927, 0.0950, 0.0864, 0.3028, 0.1334, 0.1334, 0.1745, 0.1068
165, 1116864, 0.6183, 0.0637, 85.6691, 52.9695, 0.4714, 0.6308, 0.2038, 0.0443, 0.2294, 0.0847, 0.1610, 0.1061, 1.0804, 1.8499, 0.0407, 0.0458, 0.0463, 0.0456, 0.0661, 0.2289, 0.1029, 0.1029, 0.1466, 0.0625
166, 361601, 0.3141, 0.0637, 68.3294, 21.4604, 0.4595, 0.6378, 0.2068, 0.0447, 0.3636, -0.4989, 0.1609, 0.1006, 0.7495, 1.2489, 0.0516, 0.0545, 0.0539, 0.0542, 0.0491, 0.2488, 0.1166, 0.1166, 0.1543, 0.0852
167, 197136, 0.2500, 0.0664, 58.9324, 14.7331, 0.4890, 0.6359, 0.2202, 0.0537, 0.4697, -0.1064, 0.1633, 0.1100, 0.9605, 1.6766, 0.0709, 0.0719, 0.0727, 0.0719, 0.0656, 0.2711, 0.1563, 0.1563, 0.1910, 0.1056
168, 1195058, 0.5000, 0.0621, 95.9431, 47.9715, 0.4740, 0.6285, 0.1968, 0.0416, 0.3187, 0.2261, 0.1670, 0.1058, 1.0540, 1.8838, 0.0404, 0.0417, 0.0424, 0.0417, 0.0567, 0.2159, 0.0947, 0.0947, 0.1166, 0.0625
169, 358785, 1.0134, 0.0649, 38.6252, 39.1445, 0.4953, 0.6114, 0.1802, 0.0375, 0.0742, 0.2532, 0.1704, 0.1268, 1.0227, 1.5370, 0.0895, 0.0946, 0.0948, 0.0944, 0.0890, 0.2657, 0.1644, 0.1644, 0.1759, 0.1161
170, 315514, 0.6053, 0.0633, 45.7231, 27.6745, 0.4710, 0.6310, 0.2051, 0.0525, 0.6880, 1.1622, 0.1776, 0.1274, 0.8860, 1.1198, 0.0716, 0.0751, 0.0750, 0.0752, 0.0812, 0.2778, 0.1317, 0.1317, 0.1864, 0.1029
171, 187473, 1.0186, 0.0668, 28.6613, 29.1958, 0.4554, 0.6461, 0.2176, 0.0535, 0.4422, 0.5957, 0.1604, 0.1255, 0.7758, 0.9075, 0.1313, 0.1329, 0.1330, 0.1326, 0.1183, 0.3279, 0.2080, 0.2080, 0.2449, 0.1571
172, 663214, 0.5231, 0.0666, 74.9491, 39.2052, 0.4786, 0.6271, 0.2104, 0.0456, 0.3386, 0.0358, 0.1718, 0.1119, 1.1891, 2.4121, 0.0530, 0.0566, 0.0570, 0.0563, 0.0648, 0.2462, 0.1117, 0.1117, 0.1405, 0.0677
173, 157377, 2.4980, 0.0660, 16.5678, 41.3865, 0.4826, 0.6451, 0.2256, 0.0679, 0.4862, 0.7329, 0.1745, 0.1741, 1.3701, 2.8731, 0.1670, 0.1689, 0.1682, 0.1684, 0.1734, 0.3776, 0.2153, 0.2153, 0.2612, 0.2135
174, 961380, 0.8092, 0.0631, 68.7517, 55.6321, 0.4799, 0.6324, 0.2036, 0.0457, 0.2982, 0.1389, 0.1663, 0.1136, 1.0315, 1.6891, 0.0563, 0.0599, 0.0594, 0.0591, 0.0752, 0.2450, 0.1104, 0.1104, 0.1496, 0.0738
175, 259308, 0.2449, 0.0596, 61.3135, 15.0155, 0.4816, 0.6218, 0.1904, 0.0433, 0.3172, 0.2391, 0.1664, 0.1198, 1.3076, 2.4927, 0.0524, 0.0545, 0.0553, 0.0545, 0.0424, 0.2479, 0.1246, 0.1246, 0.1375, 0.0855
176, 421146, 1.1936, 0.0622, 36.9718, 44.1296, 0.4581, 0.6648, 0.2282, 0.0577, 0.4072, 0.2486, 0.1711, 0.1245, 1.0037, 1.5997, 0.0772, 0.0747, 0.0730, 0.0751, 0.0975, 0.3210, 0.1388, 0.1388, 0.2066, 0.1068
177, 25350, 0.6667, 0.0590, 11.5000, 7.6667, 0.5263, 0.6236, 0.1856, 0.0593, 0.8002, 1.7665, 0.1272, 0.1446, 0.8984, 0.0252, 0.2091, 0.2079, 0.2079, 0.2079, 0.1772, 0.3721, 0.2595, 0.2595, 0.2957, 0.2485
178, 414932, 0.6293, 0.0671, 54.5049, 34.3005, 0.4524, 0.6325, 0.2143, 0.0486, 0.3590, 0.4828, 0.1706, 0.1118, 0.9856, 1.7277, 0.0734, 0.0730, 0.0738, 0.0731, 0.0764, 0.2700, 0.1334, 0.1334, 0.1695, 0.0963
179, 664125, 1.1528, 0.0598, 45.3966, 52.3347, 0.4860, 0.6362, 0.1986, 0.0483, 0.3425, 0.2861, 0.1625, 0.1223, 1.0203, 1.6789, 0.0581, 0.0647, 0.0612, 0.0633, 0.0830, 0.2699, 0.1281, 0.1281, 0.1605, 0.0985
180, 295656, 0.1273, 0.0591, 90.0309, 11.4606, 0.4853, 0.6157, 0.1895, 0.0418, 0.3538, 0.4147, 0.1465, 0.1017, 1.3839, 3.5265, 0.0432, 0.0466, 0.0470, 0.0466, 0.0298, 0.2161, 0.1057, 0.1057, 0.1091, 0.0703
181, 238165, 1.2471, 0.0680, 29.7211, 37.0664, 0.4786, 0.6214, 0.2155, 0.0568, 0.7291, 0.2222, 0.1676, 0.1220, 0.5873, 0.3780, 0.0997, 0.1003, 0.1004, 0.1002, 0.1055, 0.3355, 0.1626, 0.1626, 0.2350, 0.1293
182, 1124992, 0.4406, 0.0635, 101.4688, 44.7021, 0.4775, 0.6291, 0.2034, 0.0432, 0.3028, -0.0044, 0.1624, 0.1002, 0.9124, 1.5883, 0.0397, 0.0412, 0.0417, 0.0412, 0.0528, 0.2159, 0.0947, 0.0947, 0.1192, 0.0499
183, 578228, 0.3168, 0.0632, 85.3645, 27.0437, 0.4721, 0.6315, 0.2051, 0.0456, 0.3153, 0.4007, 0.1654, 0.1086, 1.0991, 1.8006, 0.0457, 0.0473, 0.0478, 0.0473, 0.0494, 0.2243, 0.1006, 0.1006, 0.1320, 0.0726
184, 196168, 0.2400, 0.0655, 59.1935, 14.2091, 0.4841, 0.6299, 0.2001, 0.0427, 0.3834, 0.2117, 0.1745, 0.1058, 0.6817, 0.5200, 0.0539, 0.0600, 0.0598, 0.0600, 0.0612, 0.2504, 0.1320, 0.1320, 0.1551, 0.0921
